,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Ngày đăng,Ngày hết hạn,Hướng ban công,Category
111,Tin thường,40813771,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-long-thanh-3-prj-khu-do-thi-id-junction/ban-hoa-von-song-lap-170m2-tai-du-an-junciton-pr40813771?source=ad&adid=2643003,170 m²,"11,9 tỷ",,3 tầng,4 phòng,4 phòng,Hợp đồng mua bán,,Bán hoà vốn biệt thự song lập 170m2 tại dự án ID Junciton,"Dự án Khu đô thị ID Junction, Thị trấn Long Thành, Long Thành, Đồng Nai",,,Chưa Xác Thực,07/11/2024,07/12/2024,,Biet Thu
112,Tin VIP Bạc,41263663,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-38-1-phuong-thanh-loc-3/ban-tam-huyet-cua-gia-chu-dt-hon-1000m-gia-40ty-nam-trong-top-p-q12-pr41263663,1.100 m²,40 tỷ,,3 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Bán biệt thự tâm huyết của gia chủ DT hơn 1000m giá 40tỷ biệt thự nằm trong top P. Thạnh Lộc Q12,"Đường 38, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",6 m,18 m,Chưa Xác Thực,10/11/2024,20/11/2024,,Biet Thu
113,Tin VIP Bạc,39985343,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/chinh-chu-ban-bason-full-noi-that-gia-re-nhat-thi-truong-pr39985343,225 m²,158 tỷ,Nam,4 tầng,5 phòng,4 phòng,Đã có sổ đỏ vĩnh viễn,Nội thất cao cấp sang trọng,Chính chủ nhờ bán 225m2 giá 159 tỷ biệt thự Vinhomes Golden River Bason - Full nội thất giá rẻ nhất,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",22 m,20 m,Chưa Xác Thực,07/11/2024,22/11/2024,Đông - Nam,Biet Thu
114,Tin VIP Bạc,40434396,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bung-ong-thoan-phuong-phu-huu-2-prj-villa-park/cap-nhat-full-43-can-gio-hang-15-5-60-ty-da-ban-2-can-3-can-hot-pr40434396,172 m²,"18,5 tỷ",,,5 phòng,,Sổ đỏ/ Sổ hồng.,Thô.,"FULL 35 CĂN VILLA PARK 15.5-60 tỷ, SIÊU HOT 172m2 - view công viên 18.5 tỷ","Dự án Villa Park, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,8 m,Chưa Xác Thực,08/11/2024,18/11/2024,,Biet Thu
115,Tin VIP Bạc,40861953,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-qua-phuong-dong-hung-thuan-a/-dt-8x18-tret-lung-1-lau-hem-7-cho-dau-tan-noi-gia-ban-gap-8-5-ty-ngay-cho-cau-pr40861953,140 m²,"8,2 tỷ",Tây - Bắc,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Biệt thự liền kề DT 8x18m trệt lửng 1 lầu hẻm 7 chỗ đậu tận nơi giá bán gấp 8.2 tỷ ngay Chợ Cầu,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",,8 m,Chưa Xác Thực,10/11/2024,20/11/2024,,Biet Thu
116,Tin VIP Bạc,41481947,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-trong-tuyen-phuong-1-23/-sieu-vip-goc-2-mt-tai-trung-tam-thanh-pho-ho-chi-minh-pr41481947,"175,2 m²",68 tỷ,Tây - Bắc,4 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Biệt thự siêu VIP - Góc 2 MT tại trung tâm thành phố Hồ Chí Minh,"Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh",11 m,8 m,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
117,Tin VIP Bạc,38696987,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/chinh-chu-can-n-lai-quan-1-504m2-gia-150-ty-co-ong-luong-pr38696987,225 m²,160 tỷ,Đông - Bắc,4 tầng,6 phòng,5 phòng,Hợp đồng mua bán,,Cần bán gấp Biệt Thự VIC Ba Son Quận 1 -225m2 giá 160tỷ - LH 0908 494 *** Tuấn,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",12 m,15 m,Chưa Xác Thực,09/11/2024,19/11/2024,Đông - Nam,Biet Thu
118,Tin VIP Bạc,41407604,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-duy-trinh-phuong-truong-thanh-prj-ba-son-dong-tang-long-hung-phuc/chinh-chu-ban-song-lap-kdt-long-pr41407604,172 m²,"11,7 tỷ",Tây - Bắc,3 tầng,,,Sổ đỏ/ Sổ hồng,Không nội thất,Chính chủ bán Biệt Thự Song Lập KĐT Đông Tăng Long,"Đông Tăng Long - Hưng Phúc, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",10 m,8 m,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
119,Tin VIP Bạc,40130002,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-duy-trinh-phuong-truong-thanh-prj-khu-do-thi-moi-dong-tang-long/giam-sau-gan-1-ty-ban-nen-dat-130m2-kem-can-xay-3-tam-ruoi-pr40130002,156 m²,"68,2 triệu/m²",Nam,4 tầng,,,,,"Bán nhà Đông Tăng Long chỉ 68tr/m2 cả nhà và đất, cam kết rẻ nhất khu","Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",12 m,,Chưa Xác Thực,09/11/2024,16/11/2024,Nam,Biet Thu
120,Tin VIP Bạc,41479863,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/can-ban-gap-can-goc-5x17-gia-11-49-ty-6x17-gia-12-9-ty-7-5x15-gia-15-ty-pr41479863,115 m²,15 tỷ,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,"Cần bán gấp căn góc Verosa Park Khang Điền 5x17 giá 11,49 tỷ 6x17 giá 12,9 tỷ 7,5x15 giá 15 tỷ","Dự án Verosa Park, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,5 m,Chưa Xác Thực,09/11/2024,19/11/2024,,Biet Thu
121,Tin VIP Bạc,41474914,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-dai-hanh-phuong-14-6/dat-diem-pho-lo-goc-4-mat-tien-sieu-hiem-doi-dien-la-cong-vien-pr41474914,112 m²,"15,6 tỷ",Tây,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đặc điểm: Biệt thự phố lô góc 4 mặt tiền siêu hiếm đối diện là công viên,"Đường Lê Đại Hành, Phường 14, Quận 11, Hồ Chí Minh",8 m,,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
122,Tin VIP Bạc,41479268,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-25-phuong-hiep-binh-chanh/ban-mat-tien-song-sai-gon-khu-gigamall-p-dt-200m2-10x20m-26tytl-pr41479268,200 m²,26 tỷ,,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,"Bán biệt thự mặt tiền sông Sài Gòn, Khu GigaMall, P. Hiệp Bình Chánh. DT: 200m2(10x20m) - 26tỷ TL","Số 25, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",15 m,10 m,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
123,Tin VIP Bạc,34245398,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bung-ong-thoan-phuong-phu-huu-2-prj-villa-park/cap-nhat-ro-hang-dang-ban-tai-he-0907755587-pr34245398,160 m²,17 tỷ,Nam,3 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện nội thất.,"Biệt thự Villa Park 1 trệt 2 lầu giá từ 15,5-17 tỷ đường Liên Phường giao P. Phú Hữu TP Thủ Đức","Dự án Villa Park, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",24 m,10 m,Chưa Xác Thực,05/11/2024,15/11/2024,Nam,Biet Thu
124,Tin VIP Bạc,36682411,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-lucasta-villa/-ban-can-song-lap-175m2-can-don-lap-280m2-gia-tu-26-ty-goi-0907-755-587-pr36682411,166 m²,22 tỷ,Bắc,3 tầng,5 phòng,5 phòng,Sổ đỏ/ sổ hồng,Không nội thất.,"Biệt thự cao cấp Lucasta 1 trệt 2 lầu song lập 166m2 & đơn lập 280m2, từ 22 tỷ/căn Liên Phường Q9","Dự án Lucasta Villa, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",14 m,,Chưa Xác Thực,05/11/2024,15/11/2024,,Biet Thu
125,Tin VIP Bạc,36356526,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-mega-ruby/-pho-can-ban-can-75m2-gia-8-5-ty-uu-dai-hap-dan-ho-tro-vay-ngan-hang-goi-0907755587-pr36356526,75 m²,"7,7 tỷ",,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Mega Ruby Khang Điền - Nhà phố trệt 2 lầu sổ hồng, giá bán từ 7.7-8,5 tỷ/căn đa dạng DT 75 - 200m2","Dự án Mega Ruby, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",24 m,5 m,Chưa Xác Thực,05/11/2024,15/11/2024,,Biet Thu
126,Tin VIP Bạc,40575810,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-the-classia/ban-pho-khang-dien-quan-9-chinh-sach-tot-t-hien-nay-pr40575810,97 m²,20 tỷ,,3 tầng,,,,,"Dự án Classia Khang Điền Q9, chính sách tốt nhất với những căn cuối cùng. LH: 0903 133 ***","Dự án The Classia, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
127,Tin thường,41040172,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-huu-2-prj-khu-dan-cu-khang-an/b-3-lau-qu-9-da-co-so-rieng-ho-cong-105m2-gia-12-ty-pr41040172,105 m²,12 tỷ,Đông - Nam,3 tầng,,,Sổ đỏ/ Sổ hồng.,Không nội thất,"Bán nhà 3 lầu khu dân cư Khang An, Phú Hữu, Quận 9, đã có sổ riêng hoàn công, 105m2 giá 12 tỷ","Dự án Khang An, Phường Phú Hữu, Quận 9, Hồ Chí Minh",12 m,7 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Đông - Nam,Biet Thu
128,Tin thường,41288258,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/can-ban-hoan-thien-full-noi-that-o-5x22m-ham-4-lau-co-thang-may-25m-city-pr41288258,110 m²,"17,4 tỷ",,5 tầng,,,Sổ hồng.,Đầy đủ,"Cần bán: Nhà hoàn thiện full nội thất ở 5x22m, hầm + 4 lầu có thang máy, đường 25m Vạn Phúc City","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",25 m,5 m,TIN XÁC THỰC,02/11/2024,13/11/2024,,Biet Thu
129,Tin thường,35073747,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-thi-dinh-phuong-cat-lai-prj-khu-biet-thu-sol-villas/-vuon-full-noi-that-can-ban-nhanh-dt-132m2-gia-12-9-ty-pr35073747,120 m²,11 tỷ,,,4 phòng,,Sổ hồng,,"Biệt thự vườn khu compound Sol Villas, nhà 2 mặt tiền trước sau. Giá 11 tỷ. LH: 0902 746 ***","Dự án Sol Villas, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",,,TIN XÁC THỰC,05/11/2024,16/11/2024,,Biet Thu
130,Tin thường,40950060,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/chu-thien-chi-can-day-nh-hoan-thien-phong-cuc-dep-9x20m-ham-4-lau-kdt-city-pr40950060,189 m²,31 tỷ,,4 tầng,,,,,"Chủ nhà thiện chí cần đẩy nhanh nhà hoàn thiện văn phòng cực đẹp 9x20m, hầm, 4L KĐT Vạn Phúc City","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",14 m,,TIN XÁC THỰC,09/11/2024,19/11/2024,,Biet Thu
131,Tin thường,40778106,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/ban-nh-full-noi-that-cao-cap-5x20-5m-ham-4-tang-moi-hoan-thien-so-hong-san-pr40778106,"102,5 m²","18,8 tỷ",Đông - Bắc,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhanh - Nhà full nội thất cao cấp - 5x20,5m - Hầm 4 tầng - Nhà mới hoàn thiện - Sổ hồng sẵn","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",13 m,5 m,TIN XÁC THỰC,11/11/2024,21/11/2024,Đông - Bắc,Biet Thu
132,Tin thường,40917134,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/chinh-chu-ban-can-goc-17x14m-xay-dung-1-tret-3-lau-so-hong-rieng-pr40917134,"214,4 m²",28 tỷ,Bắc,4 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Chính chủ bán căn góc biệt thự Verosa Khang Điền 17x14m. Xây dựng 1 trệt 3 lầu. Sổ hồng riêng,"Dự án Verosa Park, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",16 m,17 m,TIN XÁC THỰC,06/11/2024,22/11/2024,Bắc,Biet Thu
133,Tin thường,41503934,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-d1-phuong-phu-my-9/sieu-pham-duy-t-tai-quan-7-ban-pho-gia-chi-13-7-ty-pr41503934,90 m²,"13,7 tỷ",Nam,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,"Siêu phẩm duy nhất tại đường D1, Quận 7 - bán nhà phố giá chỉ 13,7 tỷ","Đường D1, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",20 m,5 m,Chưa Xác Thực,12/11/2024,22/11/2024,Nam,Biet Thu
134,Tin thường,41378247,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-d1-phuong-phuoc-long-b-prj-riviera-cove/sieu-dep-ban-dt-501m2-so-hong-gia-chi-55-ty-anh-chi-xem-n-e-nhi-a-pr41378247,501 m²,55 tỷ,Đông - Nam,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Siêu đẹp! Bán Biệt Thự Riviera Cove DT 501m2 sổ hồng, giá chỉ 55 tỷ, anh chị xem nhà nhắn e Nhi ạ","Riviera Cove, Đường D1, Phường Phước Long B, Quận 9, Hồ Chí Minh",12 m,16 m,TIN XÁC THỰC,31/10/2024,30/11/2024,Đông - Nam,Biet Thu
135,Tin thường,41297039,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-10-phuong-hiep-binh-chanh/-sau-coopmart-trieu-200m2-chi-15-ty-duc-pr41297039,200 m²,15 tỷ,,2 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Biệt thự sau Coopmart Bình Triệu 200m2 chỉ 15 tỷ Hiệp Bình Chánh Thủ Đức,"Đường 10, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10 m,10 m,TIN XÁC THỰC,02/11/2024,13/11/2024,,Biet Thu
136,Tin VIP Bạc,39891941,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-zeitgeist-city/ro-hang-be-gia-cuc-tot-pr39891941,119 m²,Thỏa thuận,Tây - Nam,2 tầng,4 phòng,4 phòng,Hợp đồng mua bán,,GS METRO CITY - ĐẦU TƯ SINH LỜI AN CƯ THUẬN LỢI ( RỔ HÀNG GIÁ TỐT ),"Dự án Zeitgeist City, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",10 m,20 m,Chưa Xác Thực,09/11/2024,24/11/2024,Tây - Nam,Biet Thu
137,Tin VIP Bạc,41484531,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-tat-thanh-phuong-cam-nghia-prj-caraworld-cam-ranh/ban-cara-world-gia-soc-chi-8-ty-vnd-120m2-3pn-3wc-pr41484531?source=ad&adid=2648025,120 m²,8 tỷ,,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Bán nhà biệt thự Cara World Cam Ranh - giá sốc chỉ 8 tỷ VND - 120m2 - 3PN + 3WC,"CaraWorld Cam Ranh, Nguyễn Tất Thành, Cam Nghĩa, Cam Ranh, Khánh Hòa",,,Chưa Xác Thực,10/11/2024,17/11/2024,,Biet Thu
138,Tin VIP Bạc,39717345,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-oanh-phuong-7-10-prj-cityland-center-hills/ban-pho-khu-dan-cu-khu-z751-gia-sieu-tot-pr39717345,100 m²,16 tỷ,,4 tầng,6 phòng,5 phòng,,,Bán nhà phố liền kề khu dân cư Cityland Center Hills (Khu Z751 Nguyễn Oanh) giá siêu tốt,"Dự án Cityland Center Hills, Đường Nguyễn Oanh, Phường 7, Gò Vấp, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
139,Tin VIP Bạc,36495601,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huynh-tan-phat-xa-phu-xuan-prj-amelie-villa-phu-my-hung/chi-ban-trong-thang-2-can-pho-gia-11-5-ty-tru-lai-5-so-hong-pr36495601,120 m²,"9,5 tỷ",Tây - Nam,4 tầng,6 phòng,6 phòng,Hợp đồng mua bán sang tên Phú Mỹ Hưng.,Hoàn thiện ngoài thô bên trong.,"Chính chủ cắt lỗ 30% bán trong tháng căn nhà phố Amelie Phú Mỹ Hưng 6*20 giá 9,5 tỷ","Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",12 m,6 m,Chưa Xác Thực,09/11/2024,19/11/2024,Tây - Nam,Biet Thu
140,Tin VIP Bạc,41108716,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-an-phu-prj-the-global-city/doc-quyen-ban-can-dien-tich-5x19m-gia-giam-7-ty-chi-con-33-ty-doi-dien-wiyo-complex-pr41108716,95 m²,33 tỷ,Đông - Nam,5 tầng,5 phòng,6 phòng,Hợp đồng mua bán,Không nội thất,Độc quyền - Bán căn diện tích 5x19m - giá giảm 7 tỷ chỉ còn 33 tỷ - Đối diện Wiyo Complex,"Dự án The Global City, Phường An Phú, Quận 2, Hồ Chí Minh",20 m,5 m,Chưa Xác Thực,09/11/2024,16/11/2024,Đông - Nam,Biet Thu
141,Tin VIP Bạc,41122507,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-thi-thap-phuong-tan-phu-19-prj-cityland-riverside/chu-giam-11ty-gia-moi-chi-con-89-ty-tl-ban-don-lap-quan-7-noi-that-cao-cap-v-pr41122507,369 m²,85 tỷ,,3 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chủ giảm 15tỷ giá mới chỉ còn 85 tỷ(TL). Bán biệt thự đơn lập Cityland Quận 7, nội thất cao cấp","Dự án CityLand Riverside, Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",20 m,"14,5 m",Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
142,Tin thường,40419544,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-luong-hoa-1-prj-la-home-long-an/mo-b-chinh-thuc-du-ph-khuc-sol-co-5-suat-noi-bo-ck-15-he-pr40419544?source=ad&adid=2632751,100 m²,"2,99 tỷ",,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,"Mở bán chính thức dự án LA Home phân khúc La Sol, có 5 suất nội bộ CK 15%, Liên hệ 0904 508 ***","Dự án LA Home Long An, Xã Lương Hòa, Bến Lức, Long An",,,Chưa Xác Thực,30/10/2024,,,Biet Thu
143,Tin VIP Bạc,41257227,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/cong-ty-doc-quyen-ban-bason-gia-re-nhat-view-song-229m2-149ty-325m2-349ty-437m2-475ty-pr41257227,440 m²,399 tỷ,Tây - Nam,4 tầng,5 phòng,5 phòng,Sổ hồng chính chủ vĩnh viễn.,Đã hoàn thiện đẹp sang trọng.,"Công ty độc quyền bán biệt thự BaSon giá rẻ nhất, view sông. 226m2-140tỷ; 325m2-349tỷ; 437m2-475tỷ","Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",20 m,25 m,Chưa Xác Thực,04/11/2024,19/11/2024,Đông - Nam,Biet Thu
144,Tin VIP Bạc,41386622,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-phuoc-kieng-prj-lang-dai-hoc-abc/-cao-cap-kien-be-can-ban-gap-27-8-ty-giam-tiep-25-2-ty-pr41386622,250 m²,"23,9 tỷ",Đông - Nam,3 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Tặng nội thất cao cấp,"Biệt thự cao cấp Làng Đại Học, Phước Kiển, Nhà Bè - Cần bán gấp trong tuần giá chỉ 23.9 tỷ","Dự án Làng Đại Học ABC, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",12 m,10 m,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
145,Tin VIP Bạc,41329409,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-my-giang/chuyen-ban-phu-hung-dt-7x18m-11x18m-shr-gia-32-ty-lh-quang-vu-pr41329409,126 m²,32 tỷ,Tây - Nam,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chuyên bán biệt thự Mỹ Giang Phú Mỹ Hưng, DT 7x18m, 11x18m, SHR, giá 32 tỷ. LH 0901 294 *** Quang Vũ","Dự án Mỹ Giang 1&2, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",20 m,7 m,Chưa Xác Thực,09/11/2024,16/11/2024,Tây - Nam,Biet Thu
146,Tin VIP Bạc,41474922,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-duy-trinh-phuong-truong-thanh-prj-khu-do-thi-moi-dong-tang-long/-nhat-1-can-158m2-5x32m-gia-10ty829-san-vuon-sau-40m-san-truoc-30m-tai-duc-pr41474922,158 m²,"10,83 tỷ",Nam,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,"Duy nhất 1 căn 158m2 [5x32m] giá 53tr/m2 sân vườn sau 40m, sân trước 30m tại Đông Tăng Long Thủ Đức","Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,09/11/2024,16/11/2024,Nam,Biet Thu
147,Tin VIP Bạc,41472825,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phan-van-tri-phuong-7-10/hang-hot-ban-5pn-6-wc-pt-tai-17-ty-vnd-100m2-pr41472825,100 m²,17 tỷ,Đông - Bắc,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Hàng hot: bán biệt thự 5PN + 6 WC/PT tại đường Phan Văn Trị, 17 tỷ vnd, 100m2","Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh",20 m,5 m,Chưa Xác Thực,08/11/2024,18/11/2024,,Biet Thu
148,Tin VIP Bạc,41471919,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-49-phuong-binh-trung-dong_1/ban-200m2-cach-global-city-chi-700m-dong-tp-duc-pr41471919,200 m²,"23,3 tỷ",,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"BÁN BIỆT THỰ 200M2 CÁCH GLOBAL CITY CHỈ 700M - BÌNH TRƯNG ĐÔNG, TP THỦ ĐỨC","Đường Số 49, Phường Bình Trưng Đông, Thủ Đức, Hồ Chí Minh",,,Chưa Xác Thực,08/11/2024,18/11/2024,,Biet Thu
149,Tin VIP Bạc,41031485,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-tan-phong-9-prj-phu-my-hung/ban-quan-7-khu-giang-can-goc-moi-ngang-11m-dai-18m-view-cong-vien-pr41031485,198 m²,75 tỷ,,3 tầng,5 phòng,5 phòng,,,Bán biệt thự Phú Mỹ Hưng Quận 7 căn góc nhà mới ngang 11m dài 18m view công viên,"Dự án Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Hồ Chí Minh",,11 m,Chưa Xác Thực,03/11/2024,18/11/2024,,Biet Thu
150,Tin VIP Bạc,24582552,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-2-1-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/ban-kdt-2-hoan-thien-5x17-11-ty-6x17-tho-11-ty-7x17-14-5-ty-7x19-14-5-pr24582552,100 m²,"17,9 tỷ",Tây - Nam,5 tầng,5 phòng,6 phòng,,Đầy đủ,"Cập nhật giá nhà Vạn Phúc T11/2024 5x20m 17.9 tỷ 6x17m 20.5 tỷ, 7x20 28tỷ, 9x21 28.5 tỷ (View cv)","Dự án KĐT Vạn Phúc City, Đường 2, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",14 m,5 m,Chưa Xác Thực,08/11/2024,15/11/2024,,Biet Thu
