,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Ngày đăng,Ngày hết hạn,Hướng ban công,Category
109,Tin VIP Bạc,41502796,https://batdongsan.com.vn/ban-nha-rieng-phuong-binh-tri-dong-a/ban-6x18-3-tang-duong-8m-le-van-quoi-chi-7x-ty-pr41502796,110 m²,"7,3 tỷ",Nam,3 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà 6x18, 3 tầng, đường 8m, lê Văn Quới, chỉ 7x tỷ","Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",12 m,8 m,Chưa Xác Thực,12/11/2024,19/11/2024,,Nha Rieng
110,Tin VIP Bạc,41502753,https://batdongsan.com.vn/ban-nha-rieng-duong-so-14a-phuong-binh-hung-hoa-a/-moi-100-hem-xe-hoi-ngang-5x18m-tret-lau-le-van-quoi-giap-tan-phu-tim-chu-boc-tem-pr41502753,90 m²,7 tỷ,Nam,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nhà mới 100% hẻm xe hơi ngang 5x18m trệt lầu Đường Số 14A Lê Văn Quới giáp Tân Phú tìm chủ bóc tem,"Đường Số 14A, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",6 m,5 m,Chưa Xác Thực,12/11/2024,19/11/2024,Nam,Nha Rieng
111,Tin VIP Bạc,41502676,https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-duc-thien-xa-binh-chanh-3/chu-can-ban-gap-can-o-huyen-60m2-gia-1-ty-344-tr-con-thuong-luong-pr41502676,80 m²,623 triệu,,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Chủ cần bán gấp căn nhà ở Đinh Đức Thiện huyện Bình Chánh 80m2 giá 623tr ( thương lượng nhẹ),"Đường Đinh Đức Thiện, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",7 m,8 m,Chưa Xác Thực,12/11/2024,19/11/2024,,Nha Rieng
112,Tin VIP Bạc,41489899,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trung-truc-phuong-5-14/can-tien-ban-gap-dang-o-thich-hop-cho-o-kinh-doanh-chdv-pr41489899,126 m²,"11,8 tỷ",Đông - Nam,3 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Cần tiền bán gấp nhà đang ở. Thích hợp cho ở kinh doanh, CHDV","Đường Nguyễn Trung Trực, Phường 5, Bình Thạnh, Hồ Chí Minh",7 m,,Chưa Xác Thực,12/11/2024,19/11/2024,Đông - Nam,Nha Rieng
113,Tin VIP Bạc,41502055,https://batdongsan.com.vn/ban-nha-rieng-duong-le-hong-phong-phuong-2-18/-that-gia-that-chi-4-ty-2-can-o-hem-1-xet-p-dt-37m2-2pn-2wc-shr-full-noi-that-pr41502055,"36,4 m²","4,2 tỷ",Đông,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,NHÀ THẬT GIÁ THẬT CHỈ 4 TỶ 2 CĂN Ở HẺM 2 XẸT 4M LÊ HỒNG PHONG DT 37m2 2PN 2WC SHR FULL NỘI THẤT,"Đường Lê Hồng Phong, Phường 2, Quận 10, Hồ Chí Minh","3,5 m",,Chưa Xác Thực,12/11/2024,19/11/2024,Đông,Nha Rieng
114,Tin VIP Bạc,41348488,https://batdongsan.com.vn/ban-nha-rieng-pho-ly-thuong-kiet-phuong-7-12/nh-tay-ban-hem-4-5m-f-7-q-tan-binh-dt-4-8x12-5-tret-gac-gia-6-ty-8-pr41348488,66 m²,"6,45 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Nhanh tay! Bán nhà hẻm 4,5m Lý Thường Kiệt P. 7 Q. Tân Bình, DT 5,5x11m, trệt gác, giá 6 tỷ 450","Đường Lý Thường Kiệt, Phường 7, Tân Bình, Hồ Chí Minh","4,5 m","5,5 m",Chưa Xác Thực,12/11/2024,19/11/2024,,Nha Rieng
115,Tin VIP Bạc,41498722,https://batdongsan.com.vn/ban-nha-rieng-duong-ben-chuong-duong-phuong-cau-kho/ban-can-tk11-19-quan-1-thanh-pho-ho-chi-minh-dien-tich-27m2-pr41498722,27 m²,"5,6 tỷ",Đông - Nam,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán căn nhà TK11/19 Bến Chương Dương, phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh. Diện tích 27m2","TK11/19 Bến Chương Dương, phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh",3 m,3 m,Chưa Xác Thực,12/11/2024,27/11/2024,Đông - Nam,Nha Rieng
116,Tin VIP Bạc,41501090,https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-10-8/-p10-ngay-uy-ban-dt-5x20m-duc-tret-4-lau-8m-ban-11-ty-tl-pr41501090,100 m²,11 tỷ,,,,,,,"Nhà Quang Trung P10 ngay Ủy Ban, DT 5x20m, đúc trệt 4 lầu, đường 8m bán 11 tỷ TL","Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,,Nha Rieng
117,Tin VIP Bạc,40623636,https://batdongsan.com.vn/ban-nha-rieng-duong-duong-quang-ham-phuong-6-14/ban-gap-khuon-dat-dep-xay-chdv-6m-quan-8-6mx20-gia-15-ty-tl-pr40623636,200 m²,"18,6 tỷ",,2 tầng,,,,,Bán gấp khuôn nhà đất đẹp xây CHDV đường 6m Dương Quảng Hàm (10.2mx20) giá 18.6tỷ TL,"Đường Dương Quảng Hàm, Phường 6, Gò Vấp, Hồ Chí Minh",6 m,,Chưa Xác Thực,12/11/2024,22/11/2024,,Nha Rieng
118,Tin VIP Bạc,41412824,https://batdongsan.com.vn/ban-nha-rieng-duong-truong-cong-dinh-phuong-14-10/ban-gap-2-mat-hem-8m-tai-62-5a-dt-3-7x13m-gia-7ty5-can-co-2-can-lien-ke-pr41412824,"48,1 m²","7,5 tỷ",,1 tầng,1 phòng,1 phòng,Đang chờ sổ,,"Bán gấp nhà 2 mặt hẻm 8m tại 62/5a Trương Công Định, DT: 3,7x13m. Giá 7tỷ5/căn. Có 2 căn liền kề","62/5a, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",,"3,7 m",Chưa Xác Thực,12/11/2024,19/11/2024,,Nha Rieng
119,Tin VIP Bạc,41303805,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-chieu-phuong-14-8/hoa-hong-50-trieu-than-gui-ban-go-vap-pr41303805,18 m²,"2,65 tỷ",Đông - Nam,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hoa hồng 50 triệu thân gửi bán nhà Phạm Văn Chiêu Gò Vấp,"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",3 m,3 m,Chưa Xác Thực,09/11/2024,16/11/2024,Đông - Nam,Nha Rieng
120,Tin VIP Bạc,41500323,https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-hoi-phuong-16-1/toi-hang-ban-can-chinh-chu-q8-pr41500323,"40,5 m²",780 triệu,Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tôi Hằng bán căn nhà chính chủ Q8,"Đường Trương Đình Hội, Phường 16, Quận 8, Hồ Chí Minh",4 m,4 m,Chưa Xác Thực,12/11/2024,19/11/2024,Đông,Nha Rieng
121,Tin thường,41458547,https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-17-1/-canh-q1-gia-soc-ban-hem-sang-p17-bt-4x16-so-dep-cn-65m2-vi-tri-tot-pr41458547,65 m²,14 tỷ,,3 tầng,4 phòng,4 phòng,Sổ hồng,,"Nhà cạnh Q1 giá sốc! Bán nhà hẻm sang Xô Viết Nghệ Tĩnh P17 BT 4,1x16m sổ đẹp CN 65m2 vị trí tốt","Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",,,TIN XÁC THỰC,07/11/2024,17/11/2024,,Nha Rieng
122,Tin thường,41296450,https://batdongsan.com.vn/ban-nha-rieng-duong-cao-thang-phuong-12-5/chinh-chu-can-ban-hxh-8m-gan-khu-ha-do-dt-6x19m-hdt-30tr-gia-19-ty-tl-pr41296450,"108,8 m²",19 tỷ,,2 tầng,,,Sổ đỏ/ Sổ hồng,,Chính chủ cần bán nhà HXH 8m Cao Thắng gần khu Hà Đô - DT: 6x19m - HĐT 30tr/tháng - giá: 19 tỷ TL,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",8 m,,TIN XÁC THỰC,02/11/2024,13/11/2024,,Nha Rieng
123,Tin thường,41154087,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-nguyen-cu-trinh/can-ban-gap-5x10m-ket-cau-ham-6-tang-dang-co-hdt-45tr-thang-gia-13-5ty-tl-pr41154087,"44,3 m²","13,5 tỷ",,6 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng.,,"Cần bán gấp nhà 5x9m đường Nguyễn Trãi, kết cấu hầm 6 tầng, đang có HDT 45tr/tháng, giá 13,5tỷ TL","Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",,,TIN XÁC THỰC,12/11/2024,27/11/2024,,Nha Rieng
124,Tin thường,41147282,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-hung-dao-phuong-cau-kho/-hxh-4x22m-tret-2-lau-st-gia-16-ty-tl-vi-tri-kinh-doanh-gan-mat-tien-duong-pr41147282,"86,6 m²",16 tỷ,,4 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Nhà HXH 4x22m Trần Hưng Đạo trệt 2 lầu ST, giá 16 tỷ TL, vị trí kinh doanh gần mặt tiền đường","Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",6 m,,TIN XÁC THỰC,12/11/2024,27/11/2024,,Nha Rieng
125,Tin thường,41359612,https://batdongsan.com.vn/ban-nha-rieng-duong-ton-that-tung-phuong-pham-ngu-lao-1/hem-vip-28-dt-4x19m-4-tang-gia-21-5-ty-tl-vi-tri-dac-dia-trung-tam-ben-thanh-pr41359612,76 m²,"21,5 tỷ",,4 tầng,,,Sổ đỏ/ Sổ hồng,,"Hẻm VIP 28 Tôn Thất Tùng - DT: 4x19m - 4 tầng - Giá 21,5 tỷ TL - Vị trí đắc địa trung tâm Bến Thành","28, Đường Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",,4 m,TIN XÁC THỰC,12/11/2024,22/11/2024,,Nha Rieng
126,Tin thường,41252618,https://batdongsan.com.vn/ban-nha-rieng-phuong-6-13/chdv-b-thanh-13-phong-full-noi-that-79m2-11-5-ty-p6-pr41252618,79 m²,"11,5 tỷ",Tây,5 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp,CHDV Bình Thạnh 13 phòng - Full nội thất - 79m2 - 11.5 tỷ - P6,"Phường 6, Bình Thạnh, Hồ Chí Minh",3 m,5 m,TIN XÁC THỰC,11/11/2024,26/11/2024,,Nha Rieng
127,Tin thường,41073868,https://batdongsan.com.vn/ban-nha-rieng-duong-27-phuong-hiep-binh-chanh/-ban-khu-ben-song-27-va-pham-van-dong-gan-song-mat-me-90m2-pr41073868,90 m²,"9,6 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nhà bán khu bên sông đường 27 và Phạm Văn Đồng gần sông mát mẻ 90m2,"Đường 27, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,"4,5 m",TIN XÁC THỰC,07/11/2024,22/11/2024,,Nha Rieng
128,Tin thường,39969457,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-12-5/ban-dien-tich-lon-cu-xa-nguyen-trung-truc-3-thang-2-12-quan-10-ngang-6-x-19m-pr39969457,119 m²,"17,5 tỷ",,,,,,,Bán nhà diện tích lớn Cư Xá Nguyễn Trung Trực Đường 3 Tháng 2 Phường 12 Quận 10 ngang 6 x 19m,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",,,TIN XÁC THỰC,04/11/2024,14/11/2024,,Nha Rieng
129,Tin thường,41438496,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-van-tri-phuong-11-7/ban-moi-5-tang-tai-truoc-7m-o-to-quay-dau-thong-so-chuan-77m2-pr41438496,77 m²,"11,2 tỷ",,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Bán nhà mới 5 tầng tai Phan Văn Trị - Đường trước nhà 7m ô tô quay đầu - Thông số chuẩn 77m2,"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",7 m,"4,3 m",TIN XÁC THỰC,06/11/2024,16/11/2024,,Nha Rieng
130,Tin VIP Bạc,41366340,https://batdongsan.com.vn/ban-nha-rieng-duong-thoai-ngoc-hau-phuong-phu-thanh/chinh-chu-ban-3-tang-hem-nhua-10m-82m2-nhinh-8ty-con-bot-pr41366340,82 m²,"8,68 tỷ",,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chính chủ bán nhà 3 tầng hẻm nhựa 10m đường Thoại Ngọc Hầu, 82m2, nhỉnh 8tỷ (còn bớt)","Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",10 m,4 m,Chưa Xác Thực,30/10/2024,14/11/2024,,Nha Rieng
131,Tin VIP Bạc,40992483,https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-phu-trung/ban-hxh-sat-mtkd-75m2-3-tang-chi-6ty1-n-tl-pr40992483,75 m²,"6,1 tỷ",,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà HXH sát MTKD Âu Cơ, 75m2, 3 tầng, chỉ 6tỷ1 còn TL","Đường Âu Cơ, Phường Phú Trung, Tân Phú, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,30/10/2024,14/11/2024,,Nha Rieng
132,Tin VIP Bạc,41146549,https://batdongsan.com.vn/ban-nha-rieng-duong-luy-ban-bich-phuong-phu-thanh/-3-tang-hem-nhua-10m-xe-tai-dua-u-sat-mtkd-80m2-nhinh-6ty-pr41146549,80 m²,"6,5 tỷ",,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà 3 tầng hẻm nhựa 10m xe tải đua nhau sát MTKD đường Luỹ Bán Bích, 80m2, nhỉnh 6tỷ","Đường Lũy Bán Bích, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",10 m,4 m,Chưa Xác Thực,30/10/2024,14/11/2024,,Nha Rieng
133,Tin VIP Bạc,39341322,https://batdongsan.com.vn/ban-nha-rieng-duong-huong-lo-2-phuong-binh-tri-dong-a/-2-mat-hem-truoc-sau-xe-tai-duc-4-tam-dep-tang-full-noi-that-pr39341322,56 m²,"5,99 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà chính chủ 4 lầu, 2 mặt hẻm trước sau xe tải. Tặng nội thất vào là ở ngay","Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh.",6 m,4 m,Chưa Xác Thực,10/11/2024,17/11/2024,,Nha Rieng
134,Tin VIP Bạc,41406066,https://batdongsan.com.vn/ban-nha-rieng-pho-thach-lam-phuong-phu-thanh/ban-5-tang-hxh-duong-82m2-nhinh-7ty-con-bot-pr41406066,82 m²,"7,5 tỷ",,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà 5 tầng HXH đường Thạch Lam, 82m2, nhỉnh 7tỷ (còn bớt)","Đường Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",6 m,4 m,Chưa Xác Thực,02/11/2024,17/11/2024,,Nha Rieng
135,Tin VIP Bạc,39675427,https://batdongsan.com.vn/ban-nha-rieng-duong-so-9-phuong-hiep-binh-phuoc/-mat-tien-9-thu-duc-pr39675427,105 m²,"8,5 tỷ",,,2 phòng,1 phòng,Sổ hồng riêng,,"Nhà mặt tiền đường số 9, Hiệp Bình Phước, Thủ Đức","Đường Số 9, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,5 m,Chưa Xác Thực,12/11/2024,19/11/2024,,Nha Rieng
136,Tin VIP Bạc,41499092,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trung-truc-phuong-5-14/hiem-co-kho-tim-ban-dat-tang-3-tang-130m2-ngang-gan-6m-hem-xe-hoi-gia-chi-92tr-m2-pr41499092,130 m²,"11,9 tỷ",,3 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hiếm có khó tìm! Bán đất tặng nhà 3 tầng 130m2 - ngang gần 6m - hẻm xe hơi - giá chỉ 91tr/m2,"Đường Nguyễn Trung Trực, Phường 5, Bình Thạnh, Hồ Chí Minh",5 m,6 m,Chưa Xác Thực,11/11/2024,18/11/2024,,Nha Rieng
137,Tin VIP Bạc,41498826,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-nguyen-cu-trinh/ban-tai-212b-2d-quan-1-gia-14-5-ty-51m2-gia-cuc-chat-pr41498826,51 m²,"14,5 tỷ",Đông,3 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chính chủ Bán Nhà riêng tại 212B/2D Đường Nguyễn Trãi Quận 1, giá 14,5 tỷ - 51m2 - giá cực chất","212B/2D Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",8 m,,Chưa Xác Thực,11/11/2024,18/11/2024,Đông,Nha Rieng
138,Tin VIP Bạc,41498595,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-oanh-phuong-7-10-prj-cityland-center-hills/vip-phan-van-tri-5-tang-co-ham-de-xe-5x20m-gia-da-cham-day-17-ty-7-go-vap-pr41498595,100 m²,17 tỷ,,5 tầng,,,Sổ đỏ/ Sổ hồng,,"Vip CityLand Phan Văn Trị, 5 tầng có hầm để xe, 5x20m giá đã chạm đáy 17 tỷ, Phường 7 Gò Vấp","Cityland Center Hills, Đường Nguyễn Oanh, Phường 7, Gò Vấp, Hồ Chí Minh",,,Chưa Xác Thực,11/11/2024,21/11/2024,,Nha Rieng
139,Tin VIP Bạc,41498448,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-viet-phuong-hiep-phu-1/-3-tang-moi-dep-ngang-6m-xe-hoi-ngu-trong-ngay-trung-tam-chi-7-ty-pr41498448,72 m²,7 tỷ,,3 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà 3 tầng mới đẹp ngang 6m, xe hơi ngủ trong nhà, ngay trung tâm Hiệp Phú chỉ 7 tỷ","Đường Lê Văn Việt, Phường Hiệp Phú, Thủ Đức, Hồ Chí Minh",,,Chưa Xác Thực,11/11/2024,18/11/2024,,Nha Rieng
140,Tin VIP Bạc,41220759,https://batdongsan.com.vn/ban-nha-rieng-duong-duong-thi-muoi-phuong-hiep-thanh-3/-44m2-full-tho-cu-hem-1-shr-2-ty-650-con-bot-pr41220759,40 m²,"2,48 tỷ",Tây,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,"Dương Thị Mười, 44m2, full thổ cư, hẻm 1/, SHR, 2 tỷ 480 còn bớt","Đường Dương Thị Mười, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",4 m,5 m,Chưa Xác Thực,11/11/2024,18/11/2024,Tây,Nha Rieng
141,Tin VIP Bạc,41497634,https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-viet-phuong-phu-trung/ban-3-tang-duc-hem-4m-thong-dt-24-5m2-no-hau-nhinh-2ty-pr41497634,"24,5 m²",2 tỷ,,3 tầng,,,Sổ đỏ/ Sổ hồng,,"Bán nhà 3 tầng đúc hẻm 4m (thông) đường Khuông Việt, DT: 24,5m2 nở hậu, nhỉnh 2tỷ","Đường Khuông Việt, Phường Phú Trung, Tân Phú, Hồ Chí Minh",,,Chưa Xác Thực,11/11/2024,21/11/2024,,Nha Rieng
142,Tin VIP Bạc,41497491,https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-16-3/di-my-dinh-cu-can-ban-gap-3-tam-hxh-p16-5x16m-full-nt-gia-11ty5-tl-pr41497491,75 m²,"153,33 triệu/m²",Tây,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Đi Mỹ định cư! Cần bán gấp nhà 3 tấm HXH đường Lê Đức Thọ P16 -(5x16m) - full NT - giá 11ty5 TL,"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",7 m,,Chưa Xác Thực,11/11/2024,21/11/2024,,Nha Rieng
143,Tin VIP Bạc,41497486,https://batdongsan.com.vn/ban-nha-rieng-duong-no-trang-long-phuong-13-7/sieu-pham-binh-thanh-hem-xe-hoi-noi-that-sang-xin-60m2-5-tang-4-pn-chi-nhinh-8-x-ty-pr41497486,60 m²,"8,9 tỷ",,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Siêu phẩm Bình Thạnh - hẻm xe hơi - nội thất sang xịn - 60m2 - 5 tầng - 4 PN - chỉ nhỉnh 8,x tỷ","Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",,,Chưa Xác Thực,11/11/2024,18/11/2024,,Nha Rieng
144,Tin VIP Bạc,41497294,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-van-tri-phuong-12-7/-dep-sang-trong-noi-that-hien-dai-4-tang-hxh-65m2-binh-thanh-gia-8-79-ty-pr41497294,65 m²,"8,79 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hiện đại.,"Nhà đẹp sang trọng, nội thất hiện đại - 4 tầng - HXH - 65m2. Phan Văn Trị - Bình Thạnh. Giá 8.79 tỷ","Đường Phan Văn Trị, Phường 12, Bình Thạnh, Hồ Chí Minh",5 m,5 m,Chưa Xác Thực,11/11/2024,18/11/2024,,Nha Rieng
145,Tin VIP Bạc,41493272,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-the-truyen-phuong-tan-son-nhi/ban-hem-nhua-6m-phu-6-435-ty-vnd-pr41493272,"58,5 m²","6,44 tỷ",,2 tầng,,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,"Bán nhà riêng hẻm nhựa 6m đường Nguyễn Thế Truyện, Tân Sơn Nhì, Tân Phú, 6,435 tỷ VND","Đường Nguyễn Thế Truyện, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",6 m,,Chưa Xác Thực,11/11/2024,21/11/2024,,Nha Rieng
146,Tin VIP Bạc,41497091,https://batdongsan.com.vn/ban-nha-rieng-duong-17-4-phuong-linh-chieu/ban-nh-hem-xe-hoi-136m2-xe-hoi-ngu-gan-hoang-dieu-2-pr41497091,136 m²,"8,5 tỷ",,1 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,"Bán nhanh nhà hẻm xe hơi Linh Chiểu, 136m2, xe hơi ngủ nhà, gần Hoàng Diệu 2","Đường 17, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",,5 m,Chưa Xác Thực,11/11/2024,18/11/2024,,Nha Rieng
147,Tin VIP Bạc,41422208,https://batdongsan.com.vn/ban-nha-rieng-duong-linh-trung-phuong-linh-trung/-2mt-hem-3-tang-4x26m-gia-tot-65-5tr-m2-ngay-mat-tien-cong-vien-gan-truong-pr41422208,"99,5 m²","65,3 triệu/m²",,3 tầng,4 phòng,3 phòng,Sổ hồng,Cơ bản.,"Nhà 2MT hẻm đường Linh Trung 3 tầng, 4x26m, giá tốt 65,5tr/m2, ngay mặt tiền công viên, gần trường","Đường Linh Trung, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",,4 m,Chưa Xác Thực,11/11/2024,18/11/2024,,Nha Rieng
148,Tin VIP Bạc,41496917,https://batdongsan.com.vn/ban-nha-rieng-pho-phan-dang-luu-phuong-3-21/4x11m-4-lau-hxh-5m-gan-pnj-phu-nhuan-gia-9-9-ty-pr41496917,40 m²,"9,9 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ,Đầy đủ,"4x11m, 4 lầu, Nhà HXH 5m Phan Đăng Lưu, gần PNJ Phú Nhuận, Giá 9.9 tỷ","Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",5 m,4 m,Chưa Xác Thực,11/11/2024,18/11/2024,,Nha Rieng
149,Tin VIP Bạc,41496801,https://batdongsan.com.vn/ban-nha-rieng-duong-lo-lu-phuong-truong-thanh-1/ban-hem-4m-p-quan-9-dt-5mx20m-c4-dep-2pn-pl-vi-bang-gia-1-3-ty-pr41496801,100 m²,"1,3 tỷ",,1 tầng,2 phòng,1 phòng,Pháp Lý Vi Bằng,,"Bán nhà Hẻm 4m Lò Lu, P. Trường Thạnh, Quận 9, DT: 5mx20m, C4 đẹp, 2PN,. PL Vi bằng, giá: 1,3 tỷ","Đường Lò Lu, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",4 m,5 m,Chưa Xác Thực,11/11/2024,21/11/2024,,Nha Rieng
150,Tin thường,41458547,https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-17-1/-canh-q1-gia-soc-ban-hem-sang-p17-bt-4x16-so-dep-cn-65m2-vi-tri-tot-pr41458547,65 m²,14 tỷ,,3 tầng,4 phòng,4 phòng,Sổ hồng,,"Nhà cạnh Q1 giá sốc! Bán nhà hẻm sang Xô Viết Nghệ Tĩnh P17 BT 4,1x16m sổ đẹp CN 65m2 vị trí tốt","Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",,,TIN XÁC THỰC,07/11/2024,17/11/2024,,Nha Rieng
151,Tin thường,41296450,https://batdongsan.com.vn/ban-nha-rieng-duong-cao-thang-phuong-12-5/chinh-chu-can-ban-hxh-8m-gan-khu-ha-do-dt-6x19m-hdt-30tr-gia-19-ty-tl-pr41296450,"108,8 m²",19 tỷ,,2 tầng,,,Sổ đỏ/ Sổ hồng,,Chính chủ cần bán nhà HXH 8m Cao Thắng gần khu Hà Đô - DT: 6x19m - HĐT 30tr/tháng - giá: 19 tỷ TL,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",8 m,,TIN XÁC THỰC,02/11/2024,13/11/2024,,Nha Rieng
152,Tin thường,41154087,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-nguyen-cu-trinh/can-ban-gap-5x10m-ket-cau-ham-6-tang-dang-co-hdt-45tr-thang-gia-13-5ty-tl-pr41154087,"44,3 m²","13,5 tỷ",,6 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng.,,"Cần bán gấp nhà 5x9m đường Nguyễn Trãi, kết cấu hầm 6 tầng, đang có HDT 45tr/tháng, giá 13,5tỷ TL","Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",,,TIN XÁC THỰC,12/11/2024,27/11/2024,,Nha Rieng
